order_id,product_id,quantity,order_date,status
2026011300000,4,19,2026-01-13,SHIPPED
2026011300001,1,88,2026-01-13,DELIVERED
2026011300002,1,71,2026-01-13,CONFIRMED
2026011300003,3,85,2026-01-13,CONFIRMED
2026011300004,4,18,2026-01-13,PENDING
2026011300005,4,4,2026-01-13,SHIPPED
2026011300006,4,48,2026-01-13,CONFIRMED
2026011300007,4,45,2026-01-13,SHIPPED
2026011300008,4,49,2026-01-13,PENDING
2026011300009,4,83,2026-01-13,CONFIRMED
2026011300010,2,34,2026-01-13,DELIVERED
2026011300011,3,41,2026-01-13,DELIVERED
2026011300012,3,29,2026-01-13,PENDING
2026011300013,5,50,2026-01-13,SHIPPED
2026011300014,3,81,2026-01-13,DELIVERED
2026011300015,4,21,2026-01-13,CONFIRMED
2026011300016,3,31,2026-01-13,CONFIRMED
2026011300017,5,79,2026-01-13,PENDING
2026011300018,5,85,2026-01-13,DELIVERED
2026011300019,3,50,2026-01-13,CONFIRMED
2026011300020,4,38,2026-01-13,CONFIRMED
2026011300021,4,15,2026-01-13,SHIPPED
2026011300022,5,12,2026-01-13,CONFIRMED
2026011300023,5,74,2026-01-13,DELIVERED
2026011300024,4,63,2026-01-13,SHIPPED
2026011300025,5,34,2026-01-13,CONFIRMED
2026011300026,5,41,2026-01-13,CONFIRMED
2026011300027,5,6,2026-01-13,SHIPPED
2026011300028,3,35,2026-01-13,CONFIRMED
2026011300029,5,35,2026-01-13,SHIPPED
2026011300030,1,55,2026-01-13,CONFIRMED
2026011300031,1,76,2026-01-13,CONFIRMED
2026011300032,4,54,2026-01-13,PENDING
2026011300033,5,2,2026-01-13,DELIVERED
2026011300034,4,46,2026-01-13,CONFIRMED
2026011300035,3,17,2026-01-13,SHIPPED
2026011300036,5,66,2026-01-13,SHIPPED
2026011300037,1,47,2026-01-13,PENDING
2026011300038,5,77,2026-01-13,SHIPPED
2026011300039,4,16,2026-01-13,PENDING
2026011300040,1,97,2026-01-13,DELIVERED
2026011300041,2,92,2026-01-13,PENDING
2026011300042,3,73,2026-01-13,PENDING
2026011300043,5,95,2026-01-13,DELIVERED
2026011300044,5,77,2026-01-13,PENDING
2026011300045,1,98,2026-01-13,SHIPPED
2026011300046,3,51,2026-01-13,SHIPPED
2026011300047,5,42,2026-01-13,SHIPPED
2026011300048,1,33,2026-01-13,DELIVERED
2026011300049,4,41,2026-01-13,SHIPPED
2026011300050,1,86,2026-01-13,PENDING
2026011300051,5,70,2026-01-13,DELIVERED
2026011300052,1,60,2026-01-13,DELIVERED
2026011300053,3,23,2026-01-13,CONFIRMED
2026011300054,2,38,2026-01-13,CONFIRMED
2026011300055,3,18,2026-01-13,DELIVERED
2026011300056,3,7,2026-01-13,DELIVERED
2026011300057,3,37,2026-01-13,PENDING
2026011300058,4,78,2026-01-13,DELIVERED
2026011300059,1,95,2026-01-13,PENDING
2026011300060,1,43,2026-01-13,CONFIRMED
2026011300061,3,68,2026-01-13,SHIPPED
2026011300062,2,19,2026-01-13,SHIPPED
2026011300063,3,98,2026-01-13,DELIVERED
2026011300064,1,88,2026-01-13,PENDING
2026011300065,2,25,2026-01-13,PENDING
2026011300066,3,60,2026-01-13,PENDING
2026011300067,3,14,2026-01-13,PENDING
2026011300068,1,63,2026-01-13,PENDING
2026011300069,4,87,2026-01-13,SHIPPED
2026011300070,5,60,2026-01-13,CONFIRMED
2026011300071,3,35,2026-01-13,SHIPPED
2026011300072,5,84,2026-01-13,DELIVERED
2026011300073,5,35,2026-01-13,SHIPPED
2026011300074,2,61,2026-01-13,PENDING
2026011300075,2,36,2026-01-13,PENDING
2026011300076,4,59,2026-01-13,SHIPPED
2026011300077,5,44,2026-01-13,SHIPPED
2026011300078,3,29,2026-01-13,CONFIRMED
2026011300079,3,39,2026-01-13,PENDING
2026011300080,4,75,2026-01-13,DELIVERED
2026011300081,5,93,2026-01-13,CONFIRMED
2026011300082,5,4,2026-01-13,CONFIRMED
2026011300083,4,30,2026-01-13,SHIPPED
2026011300084,2,78,2026-01-13,CONFIRMED
2026011300085,2,9,2026-01-13,PENDING
2026011300086,2,11,2026-01-13,DELIVERED
2026011300087,2,70,2026-01-13,PENDING
2026011300088,5,68,2026-01-13,SHIPPED
2026011300089,4,7,2026-01-13,PENDING
2026011300090,2,30,2026-01-13,DELIVERED
2026011300091,3,24,2026-01-13,PENDING
2026011300092,4,49,2026-01-13,CONFIRMED
2026011300093,5,71,2026-01-13,SHIPPED
2026011300094,5,48,2026-01-13,CONFIRMED
2026011300095,2,54,2026-01-13,CONFIRMED
2026011300096,2,29,2026-01-13,SHIPPED
2026011300097,4,20,2026-01-13,DELIVERED
2026011300098,2,62,2026-01-13,SHIPPED
2026011300099,4,88,2026-01-13,SHIPPED
2026011300100,5,17,2026-01-13,DELIVERED
2026011300101,5,90,2026-01-13,SHIPPED
2026011300102,4,16,2026-01-13,SHIPPED
2026011300103,5,32,2026-01-13,DELIVERED
2026011300104,3,94,2026-01-13,SHIPPED
2026011300105,5,84,2026-01-13,DELIVERED
2026011300106,5,91,2026-01-13,PENDING
2026011300107,3,1,2026-01-13,SHIPPED
2026011300108,3,77,2026-01-13,SHIPPED
2026011300109,4,67,2026-01-13,DELIVERED
2026011300110,5,18,2026-01-13,PENDING
2026011300111,5,41,2026-01-13,SHIPPED
2026011300112,2,59,2026-01-13,CONFIRMED
2026011300113,4,54,2026-01-13,DELIVERED
2026011300114,1,29,2026-01-13,CONFIRMED
2026011300115,3,91,2026-01-13,SHIPPED
2026011300116,3,52,2026-01-13,SHIPPED
